Tissue,Cancer type,HSP,HSP,GTEX,TCGA
Adrenal Gland,ACC,DNAJC19,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJB4,Sig,NS
Adrenal Gland,ACC,DNAJC19,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJB6,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJB9,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC19,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC19,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC19,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC19,DNAJC14,Sig,NS
Adrenal Gland,ACC,DNAJC19,DNAJC15,Sig,NS
Adrenal Gland,ACC,DNAJC19,DNAJC16,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC19,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC2,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC2,CRYAB,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJA1,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJA2,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJA3,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJA4,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB1,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB11,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB2,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJB4,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB5,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJB6,Sig,Sig
Adrenal Gland,ACC,DNAJC2,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJB9,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC12,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC14,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJC15,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC17,Sig,NS
Adrenal Gland,ACC,DNAJC2,DNAJC18,NS,NS
Adrenal Gland,ACC,DNAJC2,DNAJC19,NS,NS
Adrenal Gland,ACC,DNAJC21,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC21,CRYAB,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJA1,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJA2,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJA3,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJA4,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJB11,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJB14,Sig,Sig
Adrenal Gland,ACC,DNAJC21,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJB4,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJB6,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJB9,Sig,Sig
Adrenal Gland,ACC,DNAJC21,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC12,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC14,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC15,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC21,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC19,Sig,NS
Adrenal Gland,ACC,DNAJC21,DNAJC2,Sig,NS
Adrenal Gland,ACC,DNAJC22,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC22,CRYAB,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJA1,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJA2,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJA3,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJA4,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB11,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB4,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB6,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJB9,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJC11,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJC14,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJC15,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJC16,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJC19,Sig,NS
Adrenal Gland,ACC,DNAJC22,DNAJC2,NS,NS
Adrenal Gland,ACC,DNAJC22,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC24,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC24,CRYAB,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJA1,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJA2,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJA3,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJA4,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB11,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB4,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB6,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJB9,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC14,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC15,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC24,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC19,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC2,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC24,DNAJC22,Sig,NS
Adrenal Gland,ACC,DNAJC25,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC25,CRYAB,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJA1,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJA2,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJA3,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJA4,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB11,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB4,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB6,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJB9,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJC1,Sig,Sig
Adrenal Gland,ACC,DNAJC25,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJC14,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJC15,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJC16,Sig,Sig
Adrenal Gland,ACC,DNAJC25,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJC18,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJC19,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJC2,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC25,DNAJC22,NS,NS
Adrenal Gland,ACC,DNAJC25,DNAJC24,Sig,NS
Adrenal Gland,ACC,DNAJC27,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC27,CRYAB,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJA1,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJA2,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJA3,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJA4,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB11,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB4,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB5,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJB6,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJB9,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC1,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC11,NS,Sig
Adrenal Gland,ACC,DNAJC27,DNAJC12,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC13,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJC14,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJC15,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC19,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJC2,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC22,NS,NS
Adrenal Gland,ACC,DNAJC27,DNAJC24,Sig,NS
Adrenal Gland,ACC,DNAJC27,DNAJC25,NS,NS
Adrenal Gland,ACC,DNAJC28,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC28,CRYAB,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJA1,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJA2,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJA3,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJA4,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB11,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB4,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB6,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJB9,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC10,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC14,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC15,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC19,Sig,Sig
Adrenal Gland,ACC,DNAJC28,DNAJC2,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC22,NS,NS
Adrenal Gland,ACC,DNAJC28,DNAJC24,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC25,Sig,NS
Adrenal Gland,ACC,DNAJC28,DNAJC27,NS,NS
Adrenal Gland,ACC,DNAJC3,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC3,CRYAB,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJA1,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJA2,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJA3,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJA4,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC3,DNAJB11,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC3,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC3,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC3,DNAJB4,Sig,Sig
Adrenal Gland,ACC,DNAJC3,DNAJB5,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJB6,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC3,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC3,DNAJB9,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC12,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC14,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC15,Sig,Sig
Adrenal Gland,ACC,DNAJC3,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC3,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC19,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC2,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC22,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC24,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC25,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC27,Sig,NS
Adrenal Gland,ACC,DNAJC3,DNAJC28,Sig,NS
Adrenal Gland,ACC,DNAJC30,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC30,CRYAB,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJA1,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJA2,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJA3,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJA4,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB11,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB14,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB4,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB6,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJB9,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC10,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC14,Sig,Sig
Adrenal Gland,ACC,DNAJC30,DNAJC15,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC19,Sig,Sig
Adrenal Gland,ACC,DNAJC30,DNAJC2,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC22,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC24,Sig,NS
Adrenal Gland,ACC,DNAJC30,DNAJC25,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC27,NS,NS
Adrenal Gland,ACC,DNAJC30,DNAJC28,Sig,Sig
Adrenal Gland,ACC,DNAJC30,DNAJC3,Sig,NS
Adrenal Gland,ACC,DNAJC4,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC4,CRYAB,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJA1,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJA2,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJA3,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJA4,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB11,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB12,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB14,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB2,NS,Sig
Adrenal Gland,ACC,DNAJC4,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB4,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB5,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB6,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJB9,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC1,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC10,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC11,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC13,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC14,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC15,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC16,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC18,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC19,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC2,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC21,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC22,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC24,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC25,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC27,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC28,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC3,NS,NS
Adrenal Gland,ACC,DNAJC4,DNAJC30,NS,NS
Adrenal Gland,ACC,DNAJC5,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC5,CRYAB,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJA1,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJA2,Sig,Sig
Adrenal Gland,ACC,DNAJC5,DNAJA3,Sig,Sig
Adrenal Gland,ACC,DNAJC5,DNAJA4,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJB11,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB12,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJB14,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB2,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJB4,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB5,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB6,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJB7,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJB8,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJB9,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC1,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC10,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC11,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC12,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJC13,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC14,Sig,Sig
Adrenal Gland,ACC,DNAJC5,DNAJC15,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJC16,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC17,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJC18,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC19,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJC2,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC21,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC22,NS,NS
Adrenal Gland,ACC,DNAJC5,DNAJC24,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC25,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC27,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC28,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC3,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC30,Sig,NS
Adrenal Gland,ACC,DNAJC5,DNAJC4,NS,NS
Adrenal Gland,ACC,DNAJC5B,CRYAA,NS,NS
Adrenal Gland,ACC,DNAJC5B,CRYAB,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJA1,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJA2,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJA3,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJA4,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB1,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB11,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB12,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB13,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB14,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB2,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB3,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB4,NS,NS
Adrenal Gland,ACC,DNAJC5B,DNAJB5,NS,NS
